date,sales
2023-06-25,451.0
2023-06-26,359.0
2023-06-27,377.0
2023-06-28,414.0
2023-06-29,386.0
2023-06-30,440.0
2023-07-01,433.0
2023-07-02,438.0
2023-07-03,371.0
2023-07-04,380.0
2023-07-05,372.0
2023-07-06,393.0
2023-07-07,398.0
2023-07-08,400.0
2023-07-09,385.0
2023-07-10,324.0
2023-07-11,382.0
2023-07-12,340.0
2023-07-13,313.0
2023-07-14,375.0
2023-07-15,487.0
2023-07-16,430.0
2023-07-17,383.0
2023-07-18,363.0
2023-07-19,358.0
2023-07-20,382.0
2023-07-21,351.0
2023-07-22,421.0
2023-07-23,395.0
2023-07-24,338.0
2023-07-25,378.0
2023-07-26,348.0
2023-07-27,333.0
2023-07-28,364.0
2023-07-29,360.0
2023-07-30,414.0
2023-07-31,347.0
2023-08-01,374.0
2023-08-02,358.0
2023-08-03,344.0
2023-08-04,364.0
2023-08-05,425.0
2023-08-06,414.0
2023-08-07,341.0
2023-08-08,307.0
2023-08-09,313.0
2023-08-10,331.0
2023-08-11,322.0
2023-08-12,375.0
2023-08-13,380.0
2023-08-14,348.0
2023-08-15,333.0
2023-08-16,346.0
2023-08-17,334.0
2023-08-18,283.0
2023-08-19,354.0
2023-08-20,367.0
2023-08-21,300.0
2023-08-22,344.0
2023-08-23,367.0
2023-08-24,358.0
2023-08-25,322.0
2023-08-26,408.0
2023-08-27,385.0
2023-08-28,317.0
2023-08-29,310.0
2023-08-30,317.0
2023-08-31,314.0
2023-09-01,328.0
2023-09-02,379.0
2023-09-03,372.0
2023-09-04,333.0
2023-09-05,352.0
2023-09-06,345.0
2023-09-07,284.0
2023-09-08,257.0
2023-09-09,384.0
2023-09-10,329.0
2023-09-11,315.0
2023-09-12,291.0
2023-09-13,275.0
2023-09-14,333.0
2023-09-15,338.0
2023-09-16,360.0
2023-09-17,293.0
2023-09-18,305.0
2023-09-19,329.0
2023-09-20,532.0
2023-09-21,323.0
2023-09-22,318.0
2023-09-23,392.0
2023-09-24,390.0
2023-09-25,295.0
2023-09-26,349.0
2023-09-27,315.0
2023-09-28,319.0
2023-09-29,296.0
2023-09-30,340.0
2023-10-01,355.0
2023-10-02,316.0
2023-10-03,363.0
2023-10-04,286.0
2023-10-05,281.0
2023-10-06,358.0
2023-10-07,369.0
2023-10-08,368.0
2023-10-09,348.0
2023-10-10,308.0
2023-10-11,369.0
2023-10-12,341.0
2023-10-13,312.0
2023-10-14,433.0
2023-10-15,372.0
2023-10-16,344.0
2023-10-17,334.0
2023-10-18,360.0
2023-10-19,367.0
2023-10-20,329.0
2023-10-21,344.0
2023-10-22,386.0
2023-10-23,313.0
2023-10-24,381.0
2023-10-25,335.0
2023-10-26,324.0
2023-10-27,338.0
2023-10-28,358.0
2023-10-29,364.0
2023-10-30,366.0
2023-10-31,321.0
2023-11-01,387.0
2023-11-02,430.0
2023-11-03,484.0
2023-11-04,505.0
2023-11-05,494.0
2023-11-06,415.0
2023-11-07,402.0
2023-11-08,503.0
2023-11-09,431.0
2023-11-10,414.0
2023-11-11,534.0
2023-11-12,511.0
2023-11-13,462.0
2023-11-14,538.0
2023-11-15,436.0
2023-11-16,483.0
2023-11-17,433.0
2023-11-18,507.0
2023-11-19,566.0
2023-11-20,440.0
2023-11-21,477.0
2023-11-22,490.0
2023-11-23,454.0
2023-11-24,464.0
2023-11-25,499.0
2023-11-26,503.0
2023-11-27,499.0
2023-11-28,444.0
2023-11-29,467.0
2023-11-30,444.0
2023-12-01,381.0
2023-12-02,457.0
2023-12-03,462.0
2023-12-04,363.0
2023-12-05,375.0
2023-12-06,388.0
2023-12-07,376.0
2023-12-08,424.0
2023-12-09,467.0
2023-12-10,446.0
2023-12-11,405.0
2023-12-12,419.0
2023-12-13,396.0
2023-12-14,360.0
2023-12-15,404.0
2023-12-16,438.0
2023-12-17,441.0
2023-12-18,414.0
2023-12-19,431.0
2023-12-20,403.0
2023-12-21,411.0
2023-12-22,448.0
2023-12-23,468.0
2023-12-24,515.0
2023-12-25,424.0
2023-12-26,367.0
2023-12-27,432.0
2023-12-28,424.0
2023-12-29,449.0
2023-12-30,481.0
2023-12-31,464.0
2024-01-01,391.0
2024-01-02,418.0
2024-01-03,403.0
2024-01-04,412.0
2024-01-05,443.0
2024-01-06,525.0
2024-01-07,479.0
2024-01-08,403.0
2024-01-09,445.0
2024-01-10,466.0
2024-01-11,422.0
2024-01-12,436.0
2024-01-13,494.0
2024-01-14,463.0
2024-01-15,460.0
2024-01-16,442.0
2024-01-17,457.0
2024-01-18,426.0
2024-01-19,439.0
2024-01-20,523.0
2024-01-21,511.0
2024-01-22,497.0
2024-01-23,446.0
2024-01-24,463.0
2024-01-25,482.0
2024-01-26,425.0
2024-01-27,464.0
2024-01-28,479.0
2024-01-29,496.0
2024-01-30,452.0
2024-01-31,531.0
2024-02-01,455.0
2024-02-02,475.0
2024-02-03,551.0
2024-02-04,557.0
2024-02-05,526.0
2024-02-06,506.0
2024-02-07,502.0
2024-02-08,493.0
2024-02-09,499.0
2024-02-10,506.0
2024-02-11,520.0
2024-02-12,483.0
2024-02-13,480.0
2024-02-14,474.0
2024-02-15,504.0
2024-02-16,512.0
2024-02-17,528.0
2024-02-18,564.0
2024-02-19,463.0
2024-02-20,488.0
2024-02-21,476.0
2024-02-22,448.0
2024-02-23,494.0
2024-02-24,533.0
2024-02-25,598.0
2024-02-26,515.0
2024-02-27,474.0
2024-02-28,547.0
2024-02-29,532.0
2024-03-01,517.0
2024-03-02,546.0
2024-03-03,525.0
2024-03-04,496.0
2024-03-05,533.0
2024-03-06,554.0
2024-03-07,546.0
2024-03-08,496.0
2024-03-09,532.0
2024-03-10,542.0
2024-03-11,466.0
2024-03-12,519.0
2024-03-13,508.0
2024-03-14,501.0
2024-03-15,473.0
2024-03-16,563.0
2024-03-17,544.0
2024-03-18,486.0
2024-03-19,444.0
2024-03-20,515.0
2024-03-21,561.0
2024-03-22,558.0
2024-03-23,555.0
2024-03-24,541.0
2024-03-25,530.0
2024-03-26,493.0
2024-03-27,526.0
2024-03-28,538.0
2024-03-29,550.0
2024-03-30,557.0
2024-03-31,570.0
2024-04-01,498.0
2024-04-02,499.0
2024-04-03,515.0
2024-04-04,530.0
2024-04-05,543.0
2024-04-06,562.0
2024-04-07,602.0
2024-04-08,514.0
2024-04-09,520.0
2024-04-10,502.0
2024-04-11,460.0
2024-04-12,543.0
2024-04-13,581.0
2024-04-14,563.0
2024-04-15,522.0
2024-04-16,533.0
2024-04-17,481.0
2024-04-18,507.0
2024-04-19,540.0
2024-04-20,561.0
2024-04-21,573.0
2024-04-22,485.0
2024-04-23,530.0
2024-04-24,518.0
2024-04-25,478.0
2024-04-26,547.0
2024-04-27,524.0
2024-04-28,554.0
2024-04-29,522.0
2024-04-30,545.0
2024-05-01,562.0
2024-05-02,641.0
2024-05-03,629.0
2024-05-04,718.0
2024-05-05,658.0
2024-05-06,587.0
2024-05-07,607.0
2024-05-08,627.0
2024-05-09,604.0
2024-05-10,537.0
2024-05-11,654.0
2024-05-12,645.0
2024-05-13,566.0
2024-05-14,591.0
2024-05-15,603.0
2024-05-16,647.0
2024-05-17,597.0
2024-05-18,609.0
2024-05-19,647.0
2024-05-20,615.0
2024-05-21,578.0
2024-05-22,567.0
2024-05-23,556.0
2024-05-24,616.0
2024-05-25,676.0
2024-05-26,696.0
2024-05-27,611.0
2024-05-28,598.0
2024-05-29,612.0
2024-05-30,539.0
2024-05-31,637.0
2024-06-01,542.0
2024-06-02,531.0
2024-06-03,570.0
2024-06-04,497.0
2024-06-05,470.0
2024-06-06,477.0
2024-06-07,515.0
2024-06-08,530.0
2024-06-09,494.0
2024-06-10,506.0
2024-06-11,465.0
2024-06-12,528.0
2024-06-13,507.0
2024-06-14,468.0
2024-06-15,530.0
2024-06-16,549.0
2024-06-17,497.0
2024-06-18,486.0
2024-06-19,452.0
2024-06-20,456.0
2024-06-21,497.0
2024-06-22,530.0
2024-06-23,510.0
2024-06-24,444.0
2024-06-25,477.0
2024-06-26,517.0
2024-06-27,437.0
2024-06-28,463.0
2024-06-29,542.0
2024-06-30,506.0
2024-07-01,471.0
2024-07-02,432.0
2024-07-03,468.0
2024-07-04,451.0
2024-07-05,479.0
2024-07-06,520.0
2024-07-07,577.0
2024-07-08,466.0
2024-07-09,458.0
2024-07-10,454.0
2024-07-11,439.0
2024-07-12,455.0
2024-07-13,485.0
2024-07-14,498.0
2024-07-15,476.0
2024-07-16,417.0
2024-07-17,470.0
2024-07-18,473.0
2024-07-19,436.0
2024-07-20,419.0
2024-07-21,468.0
2024-07-22,468.0
2024-07-23,434.0
2024-07-24,409.0
2024-07-25,420.0
2024-07-26,453.0
2024-07-27,502.0
2024-07-28,473.0
2024-07-29,419.0
2024-07-30,418.0
2024-07-31,403.0
2024-08-01,466.0
2024-08-02,417.0
2024-08-03,505.0
2024-08-04,506.0
2024-08-05,447.0
2024-08-06,410.0
2024-08-07,430.0
2024-08-08,419.0
2024-08-09,396.0
2024-08-10,488.0
2024-08-11,428.0
2024-08-12,446.0
2024-08-13,403.0
2024-08-14,419.0
2024-08-15,421.0
2024-08-16,406.0
2024-08-17,481.0
2024-08-18,462.0
2024-08-19,432.0
2024-08-20,376.0
2024-08-21,412.0
2024-08-22,457.0
2024-08-23,383.0
2024-08-24,435.0
2024-08-25,458.0
2024-08-26,411.0
2024-08-27,414.0
2024-08-28,417.0
2024-08-29,420.0
2024-08-30,432.0
2024-08-31,482.0
2024-09-01,446.0
2024-09-02,420.0
2024-09-03,450.0
2024-09-04,399.0
2024-09-05,377.0
2024-09-06,429.0
2024-09-07,447.0
2024-09-08,395.0
2024-09-09,422.0
2024-09-10,387.0
2024-09-11,398.0
2024-09-12,408.0
2024-09-13,404.0
2024-09-14,470.0
2024-09-15,445.0
2024-09-16,412.0
2024-09-17,392.0
2024-09-18,417.0
2024-09-19,414.0
2024-09-20,375.0
2024-09-21,479.0
2024-09-22,461.0
2024-09-23,419.0
2024-09-24,408.0
2024-09-25,445.0
2024-09-26,394.0
2024-09-27,391.0
2024-09-28,436.0
2024-09-29,444.0
2024-09-30,420.0
2024-10-01,360.0
2024-10-02,374.0
2024-10-03,374.0
2024-10-04,425.0
2024-10-05,496.0
2024-10-06,460.0
2024-10-07,398.0
2024-10-08,404.0
2024-10-09,432.0
2024-10-10,380.0
2024-10-11,410.0
2024-10-12,481.0
2024-10-13,455.0
2024-10-14,410.0
2024-10-15,431.0
2024-10-16,339.0
2024-10-17,424.0
2024-10-18,391.0
2024-10-19,434.0
2024-10-20,485.0
2024-10-21,444.0
2024-10-22,407.0
2024-10-23,435.0
2024-10-24,452.0
2024-10-25,446.0
2024-10-26,495.0
2024-10-27,495.0
2024-10-28,417.0
2024-10-29,376.0
2024-10-30,411.0
2024-10-31,397.0
2024-11-01,574.0
2024-11-02,554.0
2024-11-03,604.0
2024-11-04,534.0
2024-11-05,520.0
2024-11-06,579.0
2024-11-07,528.0
2024-11-08,530.0
2024-11-09,536.0
2024-11-10,530.0
2024-11-11,500.0
2024-11-12,517.0
2024-11-13,523.0
2024-11-14,508.0
2024-11-15,512.0
2024-11-16,557.0
2024-11-17,543.0
2024-11-18,580.0
2024-11-19,548.0
2024-11-20,502.0
2024-11-21,521.0
2024-11-22,511.0
2024-11-23,592.0
2024-11-24,608.0
2024-11-25,515.0
2024-11-26,546.0
2024-11-27,518.0
2024-11-28,603.0
2024-11-29,564.0
2024-11-30,537.0
2024-12-01,497.0
2024-12-02,436.0
2024-12-03,485.0
2024-12-04,460.0
2024-12-05,508.0
2024-12-06,461.0
2024-12-07,490.0
2024-12-08,483.0
2024-12-09,422.0
2024-12-10,428.0
2024-12-11,476.0
2024-12-12,484.0
2024-12-13,433.0
2024-12-14,543.0
2024-12-15,517.0
2024-12-16,481.0
2024-12-17,519.0
2024-12-18,503.0
2024-12-19,475.0
2024-12-20,461.0
2024-12-21,481.0
2024-12-22,511.0
2024-12-23,483.0
2024-12-24,465.0
2024-12-25,488.0
2024-12-26,495.0
2024-12-27,489.0
2024-12-28,534.0
2024-12-29,558.0
2024-12-30,510.0
2024-12-31,474.0
